csv_upc,cat_id,category,description,images,manufacturer,name,weight,upc,sem3_id
0000000000071287451010,4972,Small Appliance Parts & Accessories,Use one of these filters to brew a fresh pot of co... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/86d31bfa1ddf7c5d27fc9d24dfac7ca2,0.jpg']",Rockline Industries,"Brew Rite 12-Cup Drip-Style Coffee Filters, 100 count",N\A,071287451014,2sitpz52OW020ycQKGcm0K
0000000000000000040120,18735,Music,N\A,"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/05ab0e13de515bf7880a554f60c65f60,0.jpg']",N\A,Smead Manufacturing Company Center Top Tab Out Guides,N\A,000000051910,74tubXYxZuom2gkY2yYwUk
0000000000012546615310,17534,Health & Personal Care,SKU NUMBER: 453589The Mininimum EXP date on produc... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/d9dab20390672e236f86316bfad93135,0.jpg']",Cadbury Adams,"Trident Sugarless Chewing Gum, Spearmint 12X18 St",N\A,012546615310,4gHrDRdMmuCw6qIQeG4KCI
0000000000022000006670,9786,Candy,Juicy Fruit Slim Pack Chewing Gum:Low calorieLow f... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/b57e44962c7c8f1b15b8676f73425b3b,0.jpg']",Wm. Wrigley Jr. Company,Juicy Fruit Gum Sticks - 15 CT,N\A,022000006677,1wMrGDljOCIUYQISCQWmU4
0000000000884968098440,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000884968098530,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000806594522820,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000821796301850,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000720473836220,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000092100828380,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000037000929660,4468,Household Supplies,Get back to basics with an economical paper towel ... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/20633912a2808bf47f515f93942ea35a,0.jpg']",Procter & Gamble,"Bounty Basic Paper Towels, 5 9/10 x 11, 1-Ply, 66/Roll, 8 Roll/Pack (PGC92966)",3.7,037000929666,3xMhg49vfM68YYYi8mQgu8
0000000000018200531680,2190,Chocolate Covered Nuts,Milk Chocolate Macadamia nuts in 4.5 ounce cans (t... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/ec7f787af73b4449661a75672c58db1f,0.jpg']",Mauna Loa- Discount Hawaii Gifts,"Mauna Loa Macadamia Nuts, Milk Chocolate, 4.5 Ounce Cans (Pack of 6)",24947580.35,018200531682,7Bwh1XnPZgYC8I4sa2uUWC
0000000000000000040780,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000041426800010,11847,Tableware,Package Quantity:1. These 2-oz cups with lids are ... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/7e7e7d72d9890914f13d70e5af4ceb4e,0.jpg']",Diamond,"Diamond 50 Count Multi-Purpose Mini Cups With Lids, 2 oz, Clear [1]",85048.57,041426800010,5yTU3jqDAWO0Oos0wM6IuS
0000000000078742233530,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000649010751070,12260,Hair Regrowth Treatments,Doo Gro Mega Thick Intensive Repair Treatment 1.75... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/aae05e324b77058c19400a4ee6eb21c3,0.jpg']",NATURES PROTEIN/DOO GRO,"Doo Gro Mega Thick Intensive Repair Treatment, 1.75 Ounce",1501390.74,649010751078,36dmOyZWb2uOSsWE2qOayU
0000000000046500733320,17534,Health & Personal Care,Eliminates odors and freshens the air. Instantly f... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/afbe76c83eaec7ee62be27d9821af8a1,0.jpg']",Sc Johnson,"Glade Spray Clean Linen, 8.0 oz",255145.71,046500733321,5ayOsn9eEaI0Q4c88QuY4y
0000000000046500717640,12579,Itching & Rash Treatments,Size:4 Oz.. OFF SPRAY DEEP WOODS DRY AERO Size: 4 ... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/adab399c5b4d3c409d2b347d78913b4d,0.jpg']",DIVERSEY,Off! Deep Woods Dry Aerosol Spray-4 oz. [4 Oz.],2766913.46,046500717642,5tjJI8nh8iCyykEkqKaoqq
0000000000037000941530,4468,Household Supplies,Charmin Ultra Strong toilet paper cleans better wi... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/aee72d039466daadd8cf6863e6322044,0.jpg']",Hoberg,"Charmin Toilet Paper, Ultra Strong, 9 Mega Rolls",N\A,037000941538,7kj8ddn3D6CeEKg2m4ywWG
0000000000019800704500,17534,Health & Personal Care,Size:Pack of 1. Unclog Your Drain with a Maximum S... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/94bca0874fbe861f4d630893f59c5ff2,0.jpg']",Sc Johnson & Son,Drano Max Twin Pack 80oz,4535923.70,019800704506,0b8eu3U6pNIi2I8K6SGIiG
0000000000070922042810,4468,Household Supplies,14OZ Moth Ball 1 Pound Box New Larger Balls Protec... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/5d6becc7e88ead127fa7f4239cbab7f0,0.jpg']",willert home products,Enoz Old Fashioned Moth Balls - 2 CT,226796.18,070922042815,6rgfWNfvlYiAaqGEKCQIIU
0000000000894480002420,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000086861094240,11252,Lanterns & Torches,Size:1. Natural flame outdoor torches help set the... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/79e4b678823385cb3405f219f79b4208,0.jpg']",Lamplight TIKI,TIKI Brand 12 oz. Torch Replacement Canister - 1312127 [1],453592.37,086861094242,1eNszHqE0moSKqesgg6Aca
0000000000072979004180,3484,Beer,Type: soft drinks. Serving Size: 8.0 Oz. Servings ... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/471d0c9c3ab4591b7cc04bea09b4e3da,0.jpg']",Coca Cola,Seagram's Ginger Ale 2 L,N\A,072979004181,2qYUq591lYOoiSqsiq0isI
0000000000049000050100,494,Soda,2 Liter . Pack of 4 .,"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/d66295dad2c6c67965c3b2c7eb5abd0e,0.jpg']",Coca-Cola,Coca Cola Classic 2 Liter (Pack of 4),9071847.40,049000050103,6GIhK3PbsG6Uueq0gWs4uu
0000000000049000050250,3192,Diaper Bags,Diaper Bag Brown with Pink trim around handle · Wi... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/ee62f6b26457fa4f1d343392daa87dad,0.jpg']",Disney,Classic Pooh Diaper Bag Mini Stroller- Brown,N\A,049000050257,72ZfgMsRTkSSQSQIKmCQ4S
0000000000811538011150,7487,Cocktail Mixers,Jose Cuervo Classic Lime The Original Margarita Mi... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/c07add39e2f7289fac91bea27c4ac16d,0.jpg']",Jose Cuervo,"Jose Cuervo Classic Lime The Original Margarita Mix, 59.2 fl oz",N\A,811538011150,2MOddbejnIeQQomeOOwEgI
0000000000078742352570,6397,Vinegars,Warnings: Always refer To packaging for the most u... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/7ff939384c209f5cb976140be9a5f89a,0.jpg']","Wal-Mart Stores, Inc.",Great Value Apple Cider Vinegar 32 fl oz,907184.74,078742352572,7agCvki2xEC6MIYU6G0UU4
0000000000078742006660,12908,Home & Kitchen,Our guarantee is our promise that you'll be fully ... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/d7ddfceba230cea17a6314aed2fd0b3a,0.jpg']",Generic,"Great Value, U.S.A. Honey, 32 oz Inverted",907184.74,078742006666,1fqQDrRteaGwqCKMIW2IGO
0000000000035000053640,17534,Health & Personal Care,"Package Quantity:2. Bleaches out stains, cuts grea... (visit site URLs for full description)","['http://sem3-idn.s3-website-us-east-1.amazonaws.com/2ce633f5233f548ed892cc9dd1f141f7,0.jpg']",N\A,Ajax Powder Cleanser with Bleach - 28 oz canister,793786.65,035000053640,6aziCoW8Rs0C2k8WIkq8wY
0000000000033200114480,6570,Crackers,Highlights: Size : 30 Oz Carpet fresh for pet odor... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/395ee6549f21b6556651b600daddc9f9,0.jpg']",Arm & Hammer,Arm & Hammer Carpet Pet Fresh Odor Eliminator 30 Oz,850485.69,033200114482,32LqBfnrPyGA0m4YokckA2
0000000000047113609020,21516,Contact Lens Care,Value Pack 2-12 fl oz. bottles.,"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/4eb1eab252b75f6c0e44cd48de4bf7a4,0.jpg']",CIBA Vision Corp,Clear Care No Rub Cleaning & Disinfecting Solution Value Pack 24 fl oz (710 ml),907184.74,047113609027,5s6GPUCYEKqqw8SSW426sM
0000000000300653144680,21516,Contact Lens Care,Two 10 fl oz (300 mL) BottlesLasting Comfort Formu... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/5deebca0dfeca76272438d9a33103a79,0.jpg']",Alcon Laboratories Otc,"Opti-Free Express Multi-Purpose Solution, Twin Pack 10 fl oz (300 ml)",821002.19,300653144688,5LtxFCw59kCquwASiKusEq
0000000000086861150900,17301,Outdoor Recreation,Size:100 oz _BiteFighter. The citronella and cedar... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/ec2582b66cc1f1844cc8f3742a6cae9f,0.jpg']",Lamplight Farms,TIKI® Brand 100 oz. BiteFighter Torch Fuel with Easy Pour System - 1216155,1814369.48,086861150924,0vyRFLhjhA0SuYCKkEE66y
0000000000043000200050,18713,Gelatin Mixes,Flavor:Lemon -| - Size:3 Ounce (Pack of 24). Jell-... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/4b61aa56b161291533df6f6d963d4e2b,0.jpg']",Jell- O,"Jell-O Gelatin Dessert, Lemon, 3-Ounce Boxes (Pack of 24)",326586.51,043000200056,6HHQNdt7tAaeAygEU2ug2K
0000000000043000201190,18713,Gelatin Mixes,Flavor:Berry Blue | Size:6 Ounce (Pack of 4). JELL... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/cf5b79ac2b2eb24c75826e99b745b630,0.jpg']",Jell- O,"JELL-O Gelatin Dessert, Berry Blue, 6-Ounce Boxes (Pack of 4)",108862.17,043000201190,3EtIMls1lIkYsKqQgUEEcG
0000000000043000200560,2929,Cooking & Baking Supplies,Jigglers Recipe,"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/ea7cb1caf3e49c5fd00b955408a5e8bf,0.jpg']",Kraft Foods,Jell-O Lime Gelatin 6 oz,170097.14,043000200568,0ZZPK9CSYISosm6woy84kW
0000000000043000200540,2929,Cooking & Baking Supplies,Jell-O Orange Gelatin,"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/69d66a55752f27f09d8df6460b6dd7cb,0.jpg']",Kraft Foods,Jell-O Orange Gelatin 6 oz,170097.14,043000200544,6LGGPoR8Loewa8cmIMewsa
0000000000021357300000,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000000000825216,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000008265798443,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000007874211336,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000084931500028,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000003022304035,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000022908800000,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000021230100000,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000883484002230,7129,Shampoo Plus Conditioner,Hair Type: All Hair Types Used For: basic cleansin... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/9330faf17ae482d994b6f3f13a290b30,0.jpg']",Idelle Labs,Pert Plus Classic Clean 2 in 1 Shampoo and Conditioner - 33.8 oz,958213.88,883484002230,2Os7Z2NsZ2ueImSW0mY28o
0000000000786162200430,9581,Beverages,Glaceau Smart Water® 20 oz Bottle contains water t... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/fdd0e9adb11862e1e04f0692a659e11c,0.jpg']",N\A,"Glaceau Smartwater®, 20 oz., 24 Bottles/Pack",N\A,786162200433,6Hxzdn40ESaWMoQUamCIc8
0000000000070612182420,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000046500733350,13259,Spray,Glade Room Sprays freshen the air and make your ho... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/34062cafabf6ab3c9e2bc74b67b34066,0.jpg']",SCJohnson,Glade Crisp Waters Aerosol Spray Air Freshener 8 oz,226796.18,046500733352,5R61IHbDRQC4qM8c2OO0eW
0000000000681131079150,14292,Feeding,Parent's Choice Medium Flow Bottle Nipples- Fast f... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/547c83b686133128ce2dd4b9e2b87ec0,0.jpg']","Wal-Mart Stores, Inc.","Parent's Choice Medium Flow Bottle Nipples, 3 ct",N\A,681131079150,5iaO6vqerQCGKs40KOoqSY
0000000000075020061980,14292,Feeding,duct Description Philips Avent SCF423/27 Anti-coli... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/972a0a240ecad8a51b51b7e14fec6896,0.jpg']",N\A,Avent Anti-colic Baby Bottle Nipple - Medium Flow,45359.24,075020061980,70jgnEkufY4OemKYuO6Ycc
0000000000078742133820,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000000000042880,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000605388186590,22384,Vegetables,Our guarantee is our promise that you'll be fully ... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/e4a6545f6d6ad40c9a38bca37a1fec91,0.jpg']","Wal-Mart Stores, Inc.","Great Value Asparagus Spears, 15 oz",425242.85,605388186591,6rhQMeBmL24kiek8gMmuaC
0000000000681131699370,8320,Non-Aspirin,Pain reliever / Fever reducer. NSAID. Package cont... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/81598022d2fca85be31bc65683ddd5b9,0.jpg']","Wal-Mart Stores, Inc.","Equate - Ibuprofen Pain Reliever/Fever Reducer 200 mg, 100 Coated Tablets (Compare to Advil)",58967.01,681131699372,2ONDgHF5mu8qu8gmgmeoKc
0000000000818094000010,9261,Stimulants,Bigger. Better. Faster. Stronger. ROCKSTAR is the ... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/79591726e16e1c0208c708563f73f138,0.jpg']","Rockstar, Inc.",16 Pack - Rockstar Energy Drink - 16 Ounce,453592.37,818094000017,3LdZDqqxVgiOmAk2YuGSiG
0000000000071121963840,18240,Gardening,"Centuries ago, natives of Indonesia discovered an ... (visit site URLs for full description)","['http://sem3-idn.s3-website-us-east-1.amazonaws.com/b1ebc51ff171048ebcf7cede3bef4bd5,0.jpg']",SPECTRUM GROUP,"Cutter Citro Guard Bucket Candle Silver, 17 oz",481941.89,071121963840,4mZEpluKTQ44AQ4meYyiQy
0000000000012000001590,4113,Diet & Nutrition,Aquafina is a smart choice because it hydrates and... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/6a95ab665209b155595b0e0354424259,0.jpg']",N\A,Aquafina Purified Drinking Water,621421.55,012000001598,2UhKTYveTUsAmYQco6mU8m
0000000000070896466020,25459,Uncategorized,The iconic 1A Icing Tip is all you need to pipe a ... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/336c258082c556ab1ecd7fec7b62ad08,0.jpg']",N\A,"Wilton 1A Icing Tip, 418-6602",N\A,070896466020,0RcZgbmMG6ScYQwEEOcMMk
0000000000011179509440,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000070896960380,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000073525901100,17534,Health & Personal Care,Celebrate every birthday with a corresponding nume... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/5885c3501979e4ab2aa088dbbdb1e525,0.jpg']",Hoffmaster,Way to Celebrate #0 Numeral Candle,N\A,073525901107,3lhriWoZq4iU8ykI86mOKu
0000000000073525901160,17534,Health & Personal Care,Celebrate every birthday with a corresponding nume... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/0dcf2d10956428d2dd3b681af56e0ca7,0.jpg']",Hoffmaster,Way to Celebrate #6 Numeral Candle,N\A,073525901169,3ziN14i0ZykeKwS4cooGwc
0000000000092100878420,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000092100739020,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000011179509480,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000011179509430,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000071121960170,14524,Weed Killers,Style:Pack of 1. Spectracide Weed and Grass Killer... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/4b3aab014759952d0ea50fb6edd57154,0.jpg']",United Industries,Spectracide Weed & Grass Killer2 (Ready-to-Use) (HG-96017) (1 gal),4064187.64,071121960177,2vlzfgiKYieiy8WmmyA2cW
0000000000747219095790,20717,"Arts, Crafts & Sewing",Unison 3d Circus,"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/152e95a8a2faaba2629cf2db0c86771b,0.jpg']","Fibro Source USA, Inc",Unison 3-D Circus Poly Slider Pencil Case - Bear,N\A,747219095792,1tX9ZhTpoq4Uo0SmKqg4IM
0000000000790444019150,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000887358250380,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000020335048620,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000078910629270,24794,Writing & Correction Supplies,"PG 1"" BLACK BINDER","['http://sem3-idn.s3-website-us-east-1.amazonaws.com/a8bb5c4fb488ff68a104b9959999213a,0.jpg']",N\A,"Pen + Gear 1"" Black Economy Binder",N\A,078910629277,7fmRstjbjUA2cS6MKk0eSk
0000000000078742127080,17534,Health & Personal Care,Great Value eggs are naturally a good source of vi... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/68ff60100d75373523e03acb88602cd3,0.jpg']",N\A,"Great Value Large Grade A Eggs, 18 Count",N\A,078742127088,52Jyp05DpwwqgwEoEaWQyu
0000000000071214056700,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000681131161910,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000752426036120,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000078742430220,7207,Dairy & Eggs,Our guarantee is our promise that you'll be fully ... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/c7232033ff783b2a705be8ca9ca86d5f,0.jpg']","Wal-Mart Stores, Inc.","Great Value Sharp Cheddar Cheese, 16 oz",453592.37,078742430225,0Vm0pCR0P0gY40WuIWagkM
0000000000000000043120,25203,T-Shirts,Your Custom T-shirt is Heavyweight 6.1 oz 100% Cot... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/02f68aeacbebf2a612ff08c020734649,0.jpg']",N\A,Big Mens Damn Right You Love Me T-Shirt (Big & Tall and Regular Sizes),N\A,000000043120,2tjCdJfZOqmqKCqiCAOUyY
0000000000681131054180,1723,Prepared Food,Fresh Express Baby Kale Mix:Excellent source of vi... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/aeb8534aa8293c311c0779faf0291cb4,0.jpg']",Fresh Express Inc.,"Baby Kale & Spinach, 8 oz",141747.62,681131054188,3WitRqQ3ImMGOc4gsqE2Kc
0000000000078742086740,17398,Saws,The DEWALT DCS381B 20V MAX Li-Ion Reciprocating Sa... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/56d7990ad3794ea2d2a4da21ff58df1a,0.jpg']",Dewalt,Dewalt DCS381 DCS381B 20-Volt MAX Li-Ion Reciprocating Saw - Bare Tool Only,1587573.29,078742086743,3J7R5vVze4yIOUKEYQMiuy
0000000000070470403970,18203,Grocery & Gourmet Food,"Yoplait It Is So Good!Yoplait Light- 90 calories, ... (visit site URLs for full description)","['http://sem3-idn.s3-website-us-east-1.amazonaws.com/8aa85036a11891496444e4cc23f626f2,0.jpg']","Yoplait USA, Inc.",Yoplait Light Blueberry Patch/Blackberry Pomegranate Fat Free Yogurt Variety Pack 8-6 oz. Cups,170097.14,070470403977,2fy2xlOh3wUOa4coEYcAa6
0000000000041331027870,15216,Water,Goya®- with Pulp Coconut Water.Naturally hydrating... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/53f4215df18b1fb9cc6471c7a758144a,0.jpg']",KeHE Distributors,"Goya Coconut Water, 17.6000-ounces (Pack of24)",14968548.21,041331027878,4qC3h1iHNYGocemwSIUewa
0000000000044500341150,7323,Meat & Poultry,Hillshire Farm Turkey Smoked Sausage:Fully cookedH... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/8a7a1efcbaba8a60214a60f6d4c4231b,0.jpg']",sara lee foods,"Hillshire Farm Turkey Smoked Sausage, 13.0 OZ",368543.80,044500341157,0x4kLwEK2IQqGQi2YyAAM8
0000000000013800171320,7207,Dairy & Eggs,Feed your soul with true throwback moments from Le... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/d626e48af7a4b43316f3850afa4b1748,0.jpg']","Nestlé USA, Inc.",LEAN CUISINE Comfort Shrimp & Angel Hair Pasta 10 oz Box,283495.23,013800171320,5Fk2eeYC08I0sUAoGiOI42
0000000000013800447320,1723,Prepared Food,"To bring you the highest quality ingredients, the ... (visit site URLs for full description)","['http://sem3-idn.s3-website-us-east-1.amazonaws.com/65cc8fc9f0363cce8ef8260dce53f189,0.jpg']",Nestle Usa/Stouffer's Lean Cuisine,"Lean Cuisine Culinary Collection Shrimp Alfredo, 9 oz",255145.71,013800447326,6RO3teVjywuAEgiYuA8SKE
0000000000013800558120,1723,Prepared Food,Stouffer's Satisfying Servings Lasagna with Meat &... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/51cd569dbb7aee911c00d91cf9fe2352,0.jpg']",Nestle,STOUFFER'S Satisfying Servings Lasagna with Meat & Sauce 19 oz Box,538640.94,013800558121,0y7nhFnxfeKoUakQC4SQQe
0000000000021131505600,11419,Sauces & Dips,"Ever since she was a little girl, Marie had a pass... (visit site URLs for full description)","['http://sem3-idn.s3-website-us-east-1.amazonaws.com/61abcdc0085e6de1a561103c521aa5c2,0.jpg']",Con Agra,Marie Callender's® Meat Loaf & Gravy 14 oz. Box,396893.32,021131505608,0QrhMPHrqfuk0YQ2iAcqII
0000000000021131506750,11419,Sauces & Dips,"Ever since she was a little girl, Marie had a pass... (visit site URLs for full description)","['http://sem3-idn.s3-website-us-east-1.amazonaws.com/eeb559de51227682cfcf84ff3613211a,0.jpg']",Con Agra,Marie Callender's® Salisbury Steak 14 oz. Box,396893.32,021131506759,0hs9CYHdeW8wMkkcYMyQWi
0000000000738912022320,1723,Prepared Food,Boston Market Chicken Parmesan is savory breaded w... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/9e4acba73d6b1f20ec32f1daf43ae5e7,0.jpg']","Bellisio Foods, Inc.",Boston Market® Home Style Meals Chicken Parmesan 13.1 oz. Box,453592.37,738912022321,4pr44wd2rgcgkyo4E4GqCc
0000000000072890000110,3484,Beer,Heineken Lager Beer is brewed using the same metho... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/cf9730a0ee6e0c8895525569427ddc09,0.jpg']",Heineken Usa,"Heineken Lager Beer, 6 pack, 12 fl oz",N\A,072890000118,63nECQa8vYGUocq2IiWCGQ
0000000000014708830000,12908,Home & Kitchen,"Four-Sided Caution, Wet Floor Yellow Safety Cone, ... (visit site URLs for full description)","['http://sem3-idn.s3-website-us-east-1.amazonaws.com/d438cf6224a2c7972308d04d83fbceed,0.jpg']",N\A,"Four-Sided Caution, Wet Floor Yellow Safety Cone, 12-1/4 x 12-1/4 x 36h",1569429.6002,014708830005,4voTxBjZ84AIIw4oqEMqYS
0000000000638873368660,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000605388270810,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000617914404050,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000617914360600,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000617914264230,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000078257315370,4693,Camp Bedding,Style Name:Full. Perfect choice for the rugged out... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/35c8276bbfd7931fa3185be7f769b1a4,0.jpg']",Intex,Intex Prestige Downy Airbed Kit with Hand Held Battery Pump [Full],4535923.70,078257669684,3nqzjAFNBQEKi62su4kYMQ
0000000000076171601050,11014,Air Fresheners,Add a little fragrance to your life with the world... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/484962e7645f7a0a4381e1955bd52021,0.jpg']",Car-Freshner,Little Trees U6P-60105 Air Freshner (Vanillaroma Pk6),117934.02,076171601056,5Qaz5AjoMwkoaKWWQGM6WM
0000000000070382005310,4468,Household Supplies,Superior cleaning for leather & vinyl that is stro... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/58ecd4c82b92101da6a34b5eb8207430,0.jpg']",Meguiars,Meguiars G18516 Gold Class Leather & Vinyl,N\A,070382005313,1iGFuX2FB2IIeg8Gm2MiMe
0000000000046500731750,12579,Itching & Rash Treatments,Package Quantity:1. Off deep woods dry delivers su... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/971452def1adf49614ea20a103d61fab,0.jpg']",OFF!,"OFF! Deep Woods Dry Aerosol, 2.5 Ounce [1]",99223.33,046500731754,1GR9i8ChL8IWqIWsEEW4SQ
0000000000605388277030,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000070612103460,12210,Car Polishes & Waxes,Style:Wash & Wax. Armor All Ultra Shine Wash & Wax... (visit site URLs for full description),"['http://sem3-idn.s3-website-us-east-1.amazonaws.com/facc1a8e203fea09084c9160e2625dc6,0.jpg']",Armor All,Armor All Ultra Shine Wash & Wax (64 fluid ounces),1814369.48,070612103468,4abzME4rOa84wIQySw8CKM
0000000006954941900810,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
0000000000007641090450,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A,N\A
